Word,Probability 1,Probability 2,Predicted Language
Declaración,1.0,0,Spanish
Universal,0.3333333333333333,0.26666666666666666,Spanish
de,0.3333333333333333,0.26666666666666666,Spanish
Derechos,0.375,0,Spanish
Humanos,0.36,0.12195121951219512,Spanish
Adoptada,0.14285714285714285,0.10526315789473684,Spanish
y,0.14285714285714285,0.10526315789473684,Spanish
proclamada,0.14285714285714285,0.10526315789473684,Spanish
por,0.5833333333333334,0.13333333333333333,Spanish
la,0.5833333333333334,0.13333333333333333,Spanish
Asamblea,0.06666666666666667,0.02127659574468085,Spanish
General,0.034482758620689655,0.045454545454545456,Italian
en,0.034482758620689655,0.045454545454545456,Italian
su,0.034482758620689655,0.045454545454545456,Italian
resolución,1.0,0,Spanish
217,1.0,0,Spanish
A,1.0,0,Spanish
(,1.0,0,Spanish
III,0,0,Italian
"),",0,0,Italian
de,0,0,Italian
10,0,0,Italian
de,0,0,Italian
diciembre,0.7333333333333333,0,Spanish
de,0.7333333333333333,0,Spanish
1948,1.0,0,Spanish
Preámbulo,0.85,0,Spanish
Considerando,0.3793103448275862,0.14285714285714285,Spanish
que,0.7692307692307693,0.5294117647058824,Spanish
la,0.7692307692307693,0.5294117647058824,Spanish
libertad,0.358974358974359,0.07272727272727272,Spanish
la,0.358974358974359,0.07272727272727272,Spanish
justicia,0.20689655172413793,0.2,Spanish
y,0.20689655172413793,0.2,Spanish
la,0.20689655172413793,0.2,Spanish
paz,0.058823529411764705,0,Spanish
en,0.058823529411764705,0,Spanish
el,0.058823529411764705,0,Spanish
mundo,0.3793103448275862,0.14285714285714285,Spanish
tienen,0.13793103448275862,0,Spanish
por,0.5833333333333334,0.13333333333333333,Spanish
base,0.10526315789473684,0.07692307692307693,Spanish
el,0.10526315789473684,0.07692307692307693,Spanish
reconocimiento,0.2545454545454545,0.32727272727272727,Italian
de,0.2545454545454545,0.32727272727272727,Italian
la,0.2545454545454545,0.32727272727272727,Italian
dignidad,0.29411764705882354,0,Spanish
intrínseca,0.018518518518518517,0,Spanish
y,0.018518518518518517,0,Spanish
de,0.018518518518518517,0,Spanish
los,0.5306122448979592,0.03225806451612903,Spanish
derechos,0.375,0,Spanish
iguales,0.43333333333333335,0.0425531914893617,Spanish
e,0.43333333333333335,0.0425531914893617,Spanish
inalienables,0.43333333333333335,0.0425531914893617,Spanish
de,0.43333333333333335,0.0425531914893617,Spanish
todos,0.3181818181818182,0,Spanish
los,0.5306122448979592,0.03225806451612903,Spanish
miembros,0.18518518518518517,0,Spanish
de,0.18518518518518517,0,Spanish
la,0.18518518518518517,0,Spanish
familia,0.07317073170731707,0.10294117647058823,Italian
humana,0.046511627906976744,0.041666666666666664,Spanish
Considerando,0.3793103448275862,0.14285714285714285,Spanish
que,0.7692307692307693,0.5294117647058824,Spanish
el,0.7692307692307693,0.5294117647058824,Spanish
desconocimiento,0.2545454545454545,0.32727272727272727,Italian
y,0.2545454545454545,0.32727272727272727,Italian
el,0.2545454545454545,0.32727272727272727,Italian
menosprecio,0.25287356321839083,0.04,Spanish
de,0.25287356321839083,0.04,Spanish
los,0.5306122448979592,0.03225806451612903,Spanish
derechos,0.375,0,Spanish
humanos,0.36,0.12195121951219512,Spanish
han,0.5714285714285714,0.3888888888888889,Spanish
originado,0.2857142857142857,0,Spanish
actos,0.20689655172413793,0,Spanish
de,0.20689655172413793,0,Spanish
barbarie,0.029411764705882353,0.05319148936170213,Italian
ultrajantes,0.09523809523809523,0.020833333333333332,Spanish
para,0.1864406779661017,0.16981132075471697,Spanish
la,0.1864406779661017,0.16981132075471697,Spanish
conciencia,0.20689655172413793,0.2,Spanish
de,0.20689655172413793,0.2,Spanish
la,0.20689655172413793,0.2,Spanish
humanidad,0.29411764705882354,0,Spanish
;,0.29411764705882354,0,Spanish
y,0.29411764705882354,0,Spanish
que,0.7692307692307693,0.5294117647058824,Spanish
se,0.7692307692307693,0.5294117647058824,Spanish
ha,0.7692307692307693,0.5294117647058824,Spanish
proclamado,0.2857142857142857,0,Spanish
como,0.25,0.18181818181818182,Spanish
la,0.25,0.18181818181818182,Spanish
aspiración,1.0,0,Spanish
más,1.0,0,Spanish
elevada,0.14285714285714285,0.10526315789473684,Spanish
del,0.08163265306122448,0.515625,Italian
hombre,0.7333333333333333,0,Spanish
el,0.7333333333333333,0,Spanish
advenimiento,0.2545454545454545,0.32727272727272727,Italian
de,0.2545454545454545,0.32727272727272727,Italian
un,0.2545454545454545,0.32727272727272727,Italian
mundo,0.3793103448275862,0.14285714285714285,Spanish
en,0.3793103448275862,0.14285714285714285,Spanish
que,0.7692307692307693,0.5294117647058824,Spanish
los,0.5306122448979592,0.03225806451612903,Spanish
seres,0.2441860465116279,0.15873015873015872,Spanish
humanos,0.36,0.12195121951219512,Spanish
liberados,0.3181818181818182,0,Spanish
del,0.08163265306122448,0.515625,Italian
temor,0.058823529411764705,0.07692307692307693,Italian
y,0.058823529411764705,0.07692307692307693,Italian
de,0.058823529411764705,0.07692307692307693,Italian
la,0.058823529411764705,0.07692307692307693,Italian
miseria,0.20588235294117646,0.05319148936170213,Spanish
disfruten,0.07142857142857142,0.08333333333333333,Italian
de,0.07142857142857142,0.08333333333333333,Italian
la,0.07142857142857142,0.08333333333333333,Italian
libertad,0.358974358974359,0.07272727272727272,Spanish
de,0.358974358974359,0.07272727272727272,Spanish
palabra,0.06666666666666667,0,Spanish
y,0.06666666666666667,0,Spanish
de,0.06666666666666667,0,Spanish
la,0.06666666666666667,0,Spanish
libertad,0.358974358974359,0.07272727272727272,Spanish
de,0.358974358974359,0.07272727272727272,Spanish
