Word,Probability 1,Probability 2,Predicted Language
Déclaration,0.9666666666666667,0.96875,English
universelle,1.0,0.034482758620689655,French
des,0.1941747572815534,0.034482758620689655,French
droits,0.20512820512820512,0.017241379310344827,French
de,0.20512820512820512,0.017241379310344827,French
l,0.20512820512820512,0.017241379310344827,French
homme,0.6956521739130435,0,French
Préambule,0.2727272727272727,0.125,French
Considérant,0.4166666666666667,0.042105263157894736,French
que,0.5714285714285714,0,French
la,0.5714285714285714,0,French
reconnaissance,0.6875,0.7142857142857143,English
de,0.6875,0.7142857142857143,English
la,0.6875,0.7142857142857143,English
dignité,0.16666666666666666,0,French
inhérente,0.15555555555555556,0.2127659574468085,English
à,0.15555555555555556,0.2127659574468085,English
tous,0.19672131147540983,0.1,French
les,0.32038834951456313,0.1282051282051282,French
membres,0.34375,0.16666666666666666,French
de,0.34375,0.16666666666666666,French
la,0.34375,0.16666666666666666,French
famille,1.0,0.034482758620689655,French
humaine,0.1951219512195122,0.02631578947368421,French
et,0.1951219512195122,0.02631578947368421,French
de,0.1951219512195122,0.02631578947368421,French
leurs,0.18181818181818182,0.07142857142857142,French
droits,0.20512820512820512,0.017241379310344827,French
égaux,0.2962962962962963,0,French
et,0.2962962962962963,0,French
inaliénables,0.32038834951456313,0.1282051282051282,French
constitue,0.3333333333333333,0,French
le,0.3333333333333333,0,French
fondement,0.5757575757575758,0.42857142857142855,French
de,0.5757575757575758,0.42857142857142855,French
la,0.5757575757575758,0.42857142857142855,French
liberté,0.22580645161290322,0,French
de,0.22580645161290322,0,French
la,0.22580645161290322,0,French
justice,0.034482758620689655,0.03125,French
et,0.034482758620689655,0.03125,French
de,0.034482758620689655,0.03125,French
la,0.034482758620689655,0.03125,French
paix,0.037037037037037035,0,French
dans,0.2916666666666667,0,French
le,0.2916666666666667,0,French
monde,0.20833333333333334,0.11392405063291139,French
Considérant,0.4166666666666667,0.042105263157894736,French
que,0.5714285714285714,0,French
la,0.5714285714285714,0,French
méconnaissance,0.6875,0.7142857142857143,English
et,0.6875,0.7142857142857143,English
le,0.6875,0.7142857142857143,English
mépris,0.1111111111111111,0.04918032786885246,French
des,0.1941747572815534,0.034482758620689655,French
droits,0.20512820512820512,0.017241379310344827,French
de,0.20512820512820512,0.017241379310344827,French
l,0.20512820512820512,0.017241379310344827,French
homme,0.6956521739130435,0,French
ont,0.1791044776119403,0.017543859649122806,French
conduit,0.26666666666666666,0,French
à,0.26666666666666666,0,French
des,0.1941747572815534,0.034482758620689655,French
actes,0.15625,0.06666666666666667,French
de,0.15625,0.06666666666666667,French
barbarie,0.1111111111111111,0.04918032786885246,French
qui,0.3142857142857143,0,French
révoltent,0.5757575757575758,0.42857142857142855,French
la,0.5757575757575758,0.42857142857142855,French
conscience,0.6875,0.7142857142857143,English
de,0.6875,0.7142857142857143,English
l,0.6875,0.7142857142857143,English
humanité,0.16666666666666666,0,French
et,0.16666666666666666,0,French
que,0.5714285714285714,0,French
l,0.5714285714285714,0,French
avènement,0.5757575757575758,0.42857142857142855,French
