Word,Probability 1,Probability 2,Predicted Language
DICHIARAZIONE,0,0,Spanish
UNIVERSALE,0,0,Spanish
DEI,0,0,Spanish
DIRITTI,0,0,Spanish
UMANI,0,0,Spanish
Preambolo,0.0944547134935305,0.09010426913240213,Italian
Considerato,0.0944547134935305,0.09010426913240213,Italian
che,0.10406654343807763,0.12472949045839071,Spanish
il,0.06044362292051756,0.05351170568561873,Italian
riconoscimento,0.0944547134935305,0.09010426913240213,Italian
della,0.0988909426987061,0.10800708243163486,Spanish
dignità,0.005914972273567467,0,Italian
inerente,0.10406654343807763,0.12472949045839071,Spanish
a,0.0988909426987061,0.10800708243163486,Spanish
tutti,0.13715341959334565,0.07475900059020264,Italian
i,0.13715341959334565,0.07475900059020264,Italian
membri,0.13715341959334565,0.07475900059020264,Italian
della,0.0988909426987061,0.10800708243163486,Spanish
famiglia,0.0988909426987061,0.10800708243163486,Spanish
umana,0.0988909426987061,0.10800708243163486,Spanish
e,0.10406654343807763,0.12472949045839071,Spanish
dei,0.13715341959334565,0.07475900059020264,Italian
loro,0.0944547134935305,0.09010426913240213,Italian
diritti,0.13715341959334565,0.07475900059020264,Italian
uguali,0.13715341959334565,0.07475900059020264,Italian
ed,0.05101663585951941,0.06118433995671847,Spanish
inalienabili,0.13715341959334565,0.07475900059020264,Italian
costituisce,0.10406654343807763,0.12472949045839071,Spanish
il,0.06044362292051756,0.05351170568561873,Italian
fondamento,0.0944547134935305,0.09010426913240213,Italian
della,0.0988909426987061,0.10800708243163486,Spanish
libertà,0.005914972273567467,0,Italian
della,0.0988909426987061,0.10800708243163486,Spanish
giustizia,0.0988909426987061,0.10800708243163486,Spanish
e,0.10406654343807763,0.12472949045839071,Spanish
della,0.0988909426987061,0.10800708243163486,Spanish
pace,0.10406654343807763,0.12472949045839071,Spanish
nel,0.06044362292051756,0.05351170568561873,Italian
mondo,0.0944547134935305,0.09010426913240213,Italian
;,0,0,Spanish
Considerato,0.0944547134935305,0.09010426913240213,Italian
che,0.10406654343807763,0.12472949045839071,Spanish
il,0.06044362292051756,0.05351170568561873,Italian
disconoscimento,0.0944547134935305,0.09010426913240213,Italian
e,0.10406654343807763,0.12472949045839071,Spanish
il,0.06044362292051756,0.05351170568561873,Italian
disprezzo,0.0944547134935305,0.09010426913240213,Italian
dei,0.13715341959334565,0.07475900059020264,Italian
diritti,0.13715341959334565,0.07475900059020264,Italian
umani,0.13715341959334565,0.07475900059020264,Italian
hanno,0.0944547134935305,0.09010426913240213,Italian
portato,0.0944547134935305,0.09010426913240213,Italian
ad,0.05101663585951941,0.06118433995671847,Spanish
atti,0.13715341959334565,0.07475900059020264,Italian
di,0.13715341959334565,0.07475900059020264,Italian
barbarie,0.10406654343807763,0.12472949045839071,Spanish
che,0.10406654343807763,0.12472949045839071,Spanish
offendono,0.0944547134935305,0.09010426913240213,Italian
la,0.0988909426987061,0.10800708243163486,Spanish
coscienza,0.0988909426987061,0.10800708243163486,Spanish
dell,0.06044362292051756,0.05351170568561873,Italian
umanità,0.005914972273567467,0,Italian
e,0.10406654343807763,0.12472949045839071,Spanish
che,0.10406654343807763,0.12472949045839071,Spanish
l,0.06044362292051756,0.05351170568561873,Italian
avvento,0.0944547134935305,0.09010426913240213,Italian
di,0.13715341959334565,0.07475900059020264,Italian
un,0.07948243992606285,0.07810348219555381,Italian
mondo,0.0944547134935305,0.09010426913240213,Italian
in,0.07948243992606285,0.07810348219555381,Italian
cui,0.13715341959334565,0.07475900059020264,Italian
gli,0.13715341959334565,0.07475900059020264,Italian
esseri,0.13715341959334565,0.07475900059020264,Italian
umani,0.13715341959334565,0.07475900059020264,Italian
godano,0.0944547134935305,0.09010426913240213,Italian
della,0.0988909426987061,0.10800708243163486,Spanish
libertà,0.005914972273567467,0,Italian
di,0.13715341959334565,0.07475900059020264,Italian
parola,0.0988909426987061,0.10800708243163486,Spanish
e,0.10406654343807763,0.12472949045839071,Spanish
di,0.13715341959334565,0.07475900059020264,Italian
credo,0.0944547134935305,0.09010426913240213,Italian
e,0.10406654343807763,0.12472949045839071,Spanish
della,0.0988909426987061,0.10800708243163486,Spanish
libertà,0.005914972273567467,0,Italian
dal,0.06044362292051756,0.05351170568561873,Italian
timore,0.10406654343807763,0.12472949045839071,Spanish
e,0.10406654343807763,0.12472949045839071,Spanish
dal,0.06044362292051756,0.05351170568561873,Italian
bisogno,0.0944547134935305,0.09010426913240213,Italian
è,0.0011090573012939,0,Italian
stato,0.0944547134935305,0.09010426913240213,Italian
proclamato,0.0944547134935305,0.09010426913240213,Italian
come,0.10406654343807763,0.12472949045839071,Spanish
la,0.0988909426987061,0.10800708243163486,Spanish
più,0.0007393715341959334,0,Italian
alta,0.0988909426987061,0.10800708243163486,Spanish
aspirazione,0.10406654343807763,0.12472949045839071,Spanish
dell,0.06044362292051756,0.05351170568561873,Italian
uomo,0.0944547134935305,0.09010426913240213,Italian
;,0,0,Spanish
Considerato,0.0944547134935305,0.09010426913240213,Italian
che,0.10406654343807763,0.12472949045839071,Spanish
è,0.0011090573012939,0,Italian
indispensabile,0.10406654343807763,0.12472949045839071,Spanish
che,0.10406654343807763,0.12472949045839071,Spanish
i,0.13715341959334565,0.07475900059020264,Italian
diritti,0.13715341959334565,0.07475900059020264,Italian
umani,0.13715341959334565,0.07475900059020264,Italian
siano,0.0944547134935305,0.09010426913240213,Italian
protetti,0.13715341959334565,0.07475900059020264,Italian
da,0.0988909426987061,0.10800708243163486,Spanish
norme,0.10406654343807763,0.12472949045839071,Spanish
giuridiche,0.10406654343807763,0.12472949045839071,Spanish
se,0.10406654343807763,0.12472949045839071,Spanish
si,0.13715341959334565,0.07475900059020264,Italian
vuole,0.10406654343807763,0.12472949045839071,Spanish
evitare,0.10406654343807763,0.12472949045839071,Spanish
che,0.10406654343807763,0.12472949045839071,Spanish
l,0.06044362292051756,0.05351170568561873,Italian
uomo,0.0944547134935305,0.09010426913240213,Italian
sia,0.0988909426987061,0.10800708243163486,Spanish
costretto,0.0944547134935305,0.09010426913240213,Italian
a,0.0988909426987061,0.10800708243163486,Spanish
ricorrere,0.10406654343807763,0.12472949045839071,Spanish
come,0.10406654343807763,0.12472949045839071,Spanish
ultima,0.0988909426987061,0.10800708243163486,Spanish
istanza,0.0988909426987061,0.10800708243163486,Spanish
alla,0.0988909426987061,0.10800708243163486,Spanish
ribellione,0.10406654343807763,0.12472949045839071,Spanish
contro,0.0944547134935305,0.09010426913240213,Italian
la,0.0988909426987061,0.10800708243163486,Spanish
tirannia,0.0988909426987061,0.10800708243163486,Spanish
e,0.10406654343807763,0.12472949045839071,Spanish
l,0.06044362292051756,0.05351170568561873,Italian
oppressione,0.10406654343807763,0.12472949045839071,Spanish
;,0,0,Spanish
Considerato,0.0944547134935305,0.09010426913240213,Italian
che,0.10406654343807763,0.12472949045839071,Spanish
è,0.0011090573012939,0,Italian
indispensabile,0.10406654343807763,0.12472949045839071,Spanish
promuovere,0.10406654343807763,0.12472949045839071,Spanish
lo,0.0944547134935305,0.09010426913240213,Italian
sviluppo,0.0944547134935305,0.09010426913240213,Italian
di,0.13715341959334565,0.07475900059020264,Italian
rapporti,0.13715341959334565,0.07475900059020264,Italian
amichevoli,0.13715341959334565,0.07475900059020264,Italian
tra,0.0988909426987061,0.10800708243163486,Spanish
le,0.10406654343807763,0.12472949045839071,Spanish
Nazioni,0.13715341959334565,0.07475900059020264,Italian
;,0,0,Spanish
